# array size 	 execution time (ns)
10		128.4
333343		349.54
666676		365.83
1000009		369.29
1333342		390.38
1666675		392.16
2000008		392.24
2333341		412.28
2666674		413.24
3000007		414.02
3333340		413.29
3666673		414.88
4000006		415.32
4333339		433.73
4666672		429.15
5000005		428.87
5333338		431.41
5666671		428.9
6000004		430.82
6333337		431.98
6666670		434.75
7000003		435.07
7333336		432.11
7666669		430.77
8000002		429.42
8333335		432.11
8666668		447.45
9000001		455.07
9333334		447.21
9666667		448.64
10000000		447.7
10333333		445.15
10666666		445
10999999		447.72
11333332		446.4
11666665		449.26
11999998		447
12333331		451.16
12666664		450.46
12999997		448.87
13333330		448.96
13666663		451.8
13999996		450.66
14333329		450.01
14666662		449.96
14999995		448.35
15333328		450.77
15666661		449.97
15999994		446.77
16333327		448.34
16666660		449.91
16999993		465.62
17333326		466.9
17666659		468.07
17999992		467.27
18333325		467.1
18666658		465.34
18999991		466.92
19333324		466.62
19666657		469.18
19999990		466.72
20333323		466.63
20666656		464.47
20999989		465.75
21333322		465.43
21666655		460.96
21999988		467.21
22333321		469.94
22666654		467.01
22999987		467.42
23333320		466.02
23666653		469.12
23999986		466.87
24333319		467.38
24666652		467.69
24999985		467.24
25333318		466.89
25666651		468.08
25999984		466.55
26333317		468.6
26666650		465.26
26999983		467.85
27333316		470.87
27666649		469.35
27999982		468.24
28333315		468.2
28666648		467.34
28999981		467.62
29333314		467.59
29666647		466.93
29999980		469.17
30333313		468.97
30666646		467.5
30999979		467.73
31333312		467.45
31666645		468.8
31999978		466.3
32333311		502.65
32666644		467.23
32999977		466.02
33333310		467.39
33666643		484.64
33999976		484.04
34333309		482.49
34666642		481.84
34999975		485.41
35333308		485.25
35666641		489.01
35999974		480.71
36333307		487.08
36666640		482.01
36999973		486.69
37333306		484.61
37666639		484.7
37999972		484.79
38333305		483.08
38666638		486.89
38999971		484.69
39333304		482.26
39666637		481.87
39999970		483.18
40333303		483.27
40666636		485.36
40999969		486.17
41333302		483.79
41666635		483.65
41999968		483.33
42333301		479.24
42666634		483.06
42999967		481.79
43333300		484.79
43666633		491.51
43999966		484.09
44333299		485.78
44666632		488.04
44999965		486.18
45333298		479.32
45666631		481.69
45999964		483
46333297		485.45
46666630		481.73
46999963		485.45
47333296		483.32
47666629		486.89
47999962		481.37
48333295		483.59
48666628		485.09
48999961		482.35
49333294		485.74
49666627		482.08
49999960		484.52
50333293		487.22
50666626		483.05
50999959		487.32
51333292		483.17
51666625		482.46
51999958		486.61
52333291		482.99
52666624		483.79
52999957		483.91
53333290		482.46
53666623		485.76
53999956		485.52
54333289		484.8
54666622		485.26
54999955		482.35
55333288		484.14
55666621		484.62
55999954		485.79
56333287		486.05
56666620		482.74
56999953		484.33
57333286		486.69
57666619		484.21
57999952		483.17
58333285		487.96
58666618		486.46
58999951		487.21
59333284		483.89
59666617		489.42
59999950		484.95
60333283		485.95
60666616		486.67
60999949		486.53
61333282		484.75
61666615		485.99
61999948		485.19
62333281		499.38
62666614		714.77
62999947		542.91
63333280		523.75
63666613		518.34
63999946		513.61
64333279		514.12
64666612		595.41
64999945		497.9
65333278		499.53
65666611		503.06
65999944		502.6
66333277		500.48
66666610		503.87
66999943		501.62
67333276		604.24
67666609		507.69
67999942		503.99
68333275		503.96
68666608		502.92
68999941		504.84
69333274		506.14
69666607		501.92
69999940		508.46
70333273		506.47
70666606		502.97
70999939		504.01
71333272		502.1
71666605		504
71999938		502.2
72333271		507.13
72666604		504.15
72999937		501.03
73333270		504.27
73666603		506.38
73999936		505.19
74333269		502.66
74666602		506.22
74999935		502.04
75333268		503.68
75666601		503.51
75999934		509.18
76333267		503.37
76666600		502.09
76999933		500.48
77333266		505.31
77666599		505.6
77999932		506.48
78333265		505.15
78666598		510.2
78999931		507.7
79333264		501.88
79666597		505.56
79999930		499.9
80333263		507.32
80666596		505.34
80999929		502.23
81333262		502.66
81666595		504.03
81999928		504.83
82333261		503.3
82666594		502.31
82999927		504.03
83333260		503.59
83666593		503.05
83999926		500.1
84333259		505.76
84666592		501.82
84999925		501.1
85333258		502.16
85666591		504.31
85999924		503.39
86333257		507.12
86666590		522.48
86999923		507.59
87333256		504.13
87666589		504.14
87999922		500.8
88333255		500.74
88666588		504.26
88999921		505.45
89333254		503.12
89666587		505.31
89999920		501.04
90333253		502.36
90666586		499.54
90999919		502.38
91333252		506.34
91666585		501.48
91999918		505.48
92333251		504.26
92666584		508.84
92999917		509.65
93333250		501.23
93666583		503.96
93999916		502.39
94333249		505.03
94666582		506
94999915		502.78
95333248		505.14
95666581		503.73
95999914		499.92
96333247		501.27
96666580		504.19
96999913		503.41
97333246		503.93
97666579		502.99
97999912		501.36
98333245		504.36
98666578		501.36
98999911		504.29
99333244		500.28
99666577		502.74
99999910		497.51
